"article","month","year","countries","authors"
66975,"11","2019","6","10"
45855,"3","2019","6","10"
61927,"9","2019","6","10"
59568,"9","2019","6","9"
48259,"4","2019","6","9"
67442,"11","2019","6","9"
68537,"12","2019","6","9"
59347,"8","2019","6","9"
43694,"2","2019","6","9"
21115,"6","2018","6","9"
35517,"10","2018","6","9"
22526,"6","2019","6","9"
10002,"4","2017","6","9"
31612,"8","2018","6","9"
30362,"3","2018","6","9"
24353,"7","2018","6","9"
28706,"9","2016","6","9"
10798,"10","2018","6","9"
24418,"6","2018","6","8"
27543,"6","2019","6","8"
15179,"7","2017","6","8"
28121,"11","2017","6","8"
28517,"5","2015","6","8"
24165,"8","2018","6","8"
29316,"4","2018","6","8"
68909,"12","2019","6","8"
68921,"12","2019","6","8"
59294,"8","2019","6","8"
67318,"11","2019","6","8"
58931,"8","2019","6","8"
46587,"3","2019","6","7"
43743,"2","2019","6","7"
64750,"10","2019","6","7"
45625,"3","2019","6","7"
45048,"2","2019","6","7"
4975,"8","2016","6","7"
26672,"2","2014","6","7"
4941,"9","2016","6","7"
40968,"1","2019","6","6"
66899,"11","2019","6","6"
47601,"4","2019","5","102"
48860,"4","2019","5","93"
7386,"10","2018","5","83"
56875,"7","2019","5","67"
7827,"4","2017","5","65"
8487,"1","2016","5","63"
37394,"11","2018","5","55"
59287,"8","2019","5","55"
62467,"10","2019","5","53"
9694,"9","2017","5","53"
53593,"6","2019","5","52"
30480,"1","2018","5","50"
40455,"12","2018","5","48"
10863,"6","2018","5","47"
31860,"9","2018","5","46"
16989,"3","2018","5","46"
9579,"11","2017","5","46"
4136,"7","2017","5","43"
46415,"3","2019","5","43"
65617,"11","2019","5","42"
51300,"5","2019","5","42"
31708,"1","2019","5","42"
8888,"7","2018","5","42"
66440,"11","2019","5","41"
14253,"11","2017","5","40"
34312,"1","2019","5","40"
8540,"11","2015","5","40"
28747,"8","2018","5","40"
9588,"10","2017","5","39"
50970,"5","2019","5","39"
50199,"5","2019","5","38"
9478,"12","2017","5","38"
19868,"10","2017","5","37"
67621,"11","2019","5","37"
69351,"12","2019","5","36"
1941,"5","2018","5","36"
28279,"6","2017","5","36"
14418,"11","2017","5","35"
19589,"6","2018","5","35"
9507,"11","2017","5","35"
19877,"10","2017","5","34"
31487,"8","2018","5","34"
21505,"10","2017","5","34"
15273,"2","2019","5","33"
7595,"9","2018","5","33"
15162,"7","2017","5","33"
37883,"12","2018","5","33"
21275,"4","2018","5","33"
9150,"9","2018","5","33"
2083,"7","2018","5","33"
2643,"10","2018","5","33"
57349,"8","2019","5","33"
65029,"10","2019","5","33"
60488,"9","2019","5","33"
64488,"10","2019","5","33"
42212,"1","2019","5","32"
48391,"4","2019","5","32"
31591,"8","2018","5","32"
36584,"12","2018","5","32"
10147,"1","2017","5","32"
25848,"11","2016","5","32"
22089,"8","2018","5","32"
40384,"12","2018","5","31"
7731,"6","2017","5","31"
28239,"7","2017","5","31"
49034,"4","2019","5","31"
52259,"6","2019","5","31"
47314,"3","2019","5","31"
60902,"9","2019","5","31"
56605,"7","2019","5","30"
51058,"5","2019","5","30"
62571,"10","2019","5","30"
51344,"5","2019","5","30"
40253,"12","2018","5","30"
1904,"5","2018","5","30"
18412,"10","2018","5","30"
9527,"11","2017","5","29"
8265,"7","2016","5","29"
10342,"7","2016","5","29"
21311,"3","2018","5","29"
59774,"9","2019","5","29"
53766,"6","2019","5","29"
64791,"10","2019","5","29"
45032,"2","2019","5","29"
46161,"3","2019","5","28"
68156,"12","2019","5","28"
54027,"6","2019","5","28"
56199,"7","2019","5","28"
8660,"4","2015","5","28"
40771,"12","2018","5","28"
1959,"5","2019","5","28"
39967,"12","2018","5","27"
4113,"7","2017","5","27"
6969,"5","2019","5","27"
58496,"8","2019","5","27"
60468,"12","2019","5","27"
45110,"3","2019","5","27"
49480,"4","2019","5","27"
63845,"10","2019","5","26"
44339,"9","2019","5","26"
46820,"3","2019","5","26"
51486,"5","2019","5","26"
60047,"9","2019","5","26"
58764,"10","2019","5","26"
69212,"12","2019","5","26"
4716,"12","2016","5","26"
15925,"1","2017","5","26"
2724,"8","2019","5","26"
17011,"2","2018","5","26"
15808,"2","2017","5","26"
21338,"2","2018","5","26"
16782,"7","2018","5","26"
8092,"11","2016","5","26"
27873,"6","2018","5","26"
32639,"5","2019","5","26"
41374,"1","2019","5","26"
9408,"1","2018","5","26"
17227,"7","2017","5","25"
17576,"6","2018","5","25"
37135,"9","2019","5","25"
10122,"2","2017","5","25"
19957,"4","2017","5","25"
4921,"9","2016","5","25"
10585,"8","2015","5","25"
69567,"12","2019","5","25"
55303,"7","2019","5","25"
69337,"12","2019","5","25"
64997,"10","2019","5","25"
51390,"5","2019","5","25"
57603,"8","2019","5","25"
48417,"7","2019","5","24"
47781,"4","2019","5","24"
57525,"8","2019","5","24"
49795,"5","2019","5","24"
52057,"5","2019","5","24"
46292,"3","2019","5","24"
43006,"2","2019","5","24"
2088,"7","2018","5","24"
8143,"10","2016","5","24"
7718,"6","2017","5","24"
32228,"2","2019","5","24"
10540,"11","2015","5","24"
24407,"6","2018","5","24"
1299,"3","2018","5","24"
37611,"11","2018","5","24"
21511,"10","2017","5","23"
41540,"1","2019","5","23"
2162,"8","2018","5","23"
2328,"8","2018","5","23"
10593,"7","2015","5","23"
9096,"5","2018","5","23"
5658,"10","2014","5","23"
7471,"9","2017","5","23"
17262,"6","2017","5","23"
27783,"7","2018","5","23"
37696,"11","2018","5","23"
33121,"9","2018","5","23"
27705,"1","2017","5","23"
38744,"11","2016","5","23"
65718,"11","2019","5","23"
58976,"9","2019","5","23"
53633,"6","2019","5","23"
57059,"7","2019","5","23"
63402,"10","2019","5","23"
65820,"11","2019","5","22"
57578,"8","2019","5","22"
43783,"5","2019","5","22"
47528,"6","2019","5","22"
54769,"7","2019","5","22"
55092,"7","2019","5","22"
21200,"7","2019","5","22"
10221,"11","2016","5","22"
17978,"4","2018","5","22"
11063,"2","2018","5","22"
24595,"5","2018","5","22"
33296,"8","2019","5","22"
27067,"2","2018","5","22"
16604,"7","2015","5","22"
13369,"3","2018","5","22"
10730,"4","2014","5","22"
35391,"10","2018","5","22"
33674,"9","2018","5","21"
27200,"11","2017","5","21"
8268,"7","2016","5","21"
24852,"2","2018","5","21"
21976,"7","2018","5","21"
1691,"7","2018","5","21"
36706,"11","2018","5","21"
12769,"5","2018","5","21"
22797,"8","2017","5","21"
21359,"2","2018","5","21"
24434,"6","2018","5","21"
15019,"8","2017","5","21"
30178,"6","2017","5","21"
6090,"8","2017","5","21"
9036,"4","2019","5","21"
36563,"11","2018","5","21"
61993,"10","2019","5","21"
63683,"10","2019","5","21"
63784,"10","2019","5","21"
62428,"10","2019","5","21"
58916,"8","2019","5","20"
62405,"10","2019","5","20"
66438,"11","2019","5","20"
56140,"7","2019","5","20"
63821,"10","2019","5","20"
63564,"10","2019","5","20"
45991,"3","2019","5","20"
58498,"8","2019","5","20"
50157,"5","2019","5","20"
62225,"10","2019","5","20"
45324,"3","2019","5","20"
47050,"3","2019","5","20"
61539,"9","2019","5","20"
11714,"8","2018","5","20"
8889,"7","2018","5","20"
10601,"7","2015","5","20"
7661,"7","2017","5","20"
37954,"12","2018","5","20"
29986,"2","2016","5","20"
7738,"6","2017","5","20"
1500,"1","2018","5","20"
16316,"7","2016","5","20"
29853,"12","2016","5","20"
20973,"12","2018","5","20"
24841,"2","2018","5","20"
26534,"1","2015","5","20"
24670,"4","2018","5","20"
9915,"6","2017","5","19"
28219,"8","2017","5","19"
36989,"4","2019","5","19"
16132,"10","2016","5","19"
34804,"10","2018","5","19"
23103,"9","2016","5","19"
19914,"7","2017","5","19"
7584,"4","2019","5","19"
6064,"8","2017","5","19"
9142,"4","2018","5","19"
2102,"7","2018","5","19"
29006,"8","2016","5","19"
10235,"10","2016","5","19"
6939,"3","2018","5","19"
17165,"10","2017","5","19"
28401,"11","2016","5","19"
18029,"2","2018","5","19"
58025,"8","2019","5","19"
69532,"12","2019","5","19"
54833,"7","2019","5","19"
47110,"3","2019","5","19"
64282,"10","2019","5","19"
46748,"3","2019","5","19"
43317,"2","2019","5","19"
50505,"5","2019","5","19"
42920,"1","2019","5","19"
54050,"6","2019","5","19"
61856,"10","2019","5","19"
64031,"10","2019","5","19"
43014,"2","2019","5","19"
43965,"2","2019","5","19"
52907,"6","2019","5","19"
57906,"11","2019","5","18"
60417,"9","2019","5","18"
64911,"10","2019","5","18"
58205,"8","2019","5","18"
42450,"1","2019","5","18"
61438,"9","2019","5","18"
68010,"12","2019","5","18"
47733,"4","2019","5","18"
45027,"3","2019","5","18"
58333,"9","2019","5","18"
26681,"1","2014","5","18"
40705,"12","2018","5","18"
34942,"2","2019","5","18"
583,"7","2018","5","18"
37982,"12","2018","5","18"
35903,"11","2018","5","18"
7296,"11","2017","5","18"
25786,"12","2016","5","18"
9381,"1","2018","5","18"
21533,"10","2017","5","18"
29117,"8","2018","5","18"
19398,"3","2015","5","18"
33083,"9","2018","5","18"
21265,"4","2018","5","18"
32307,"9","2018","5","18"
36982,"12","2018","5","18"
20131,"10","2017","5","18"
23780,"10","2017","5","18"
9932,"6","2017","5","18"
10518,"12","2015","5","18"
24345,"7","2018","5","18"
40119,"12","2018","5","18"
9046,"5","2018","5","18"
9839,"7","2017","5","18"
30190,"8","2018","5","18"
38482,"12","2018","5","18"
21645,"6","2017","5","18"
28323,"4","2017","5","18"
565,"1","2019","5","18"
32563,"9","2018","5","18"
21562,"9","2017","5","17"
18616,"4","2018","5","17"
7542,"8","2017","5","17"
12550,"6","2018","5","17"
2432,"6","2018","5","17"
8745,"10","2014","5","17"
38032,"12","2018","5","17"
21216,"5","2018","5","17"
1813,"6","2018","5","17"
28274,"6","2017","5","17"
8365,"5","2016","5","17"
19977,"11","2018","5","17"
37428,"11","2018","5","17"
8244,"8","2016","5","17"
31499,"8","2018","5","17"
33536,"9","2018","5","17"
22966,"4","2017","5","17"
14412,"11","2017","5","17"
21453,"11","2017","5","17"
9055,"5","2018","5","17"
17037,"2","2018","5","17"
40209,"1","2019","5","17"
24597,"5","2018","5","17"
8075,"12","2016","5","17"
7228,"12","2017","5","17"
21090,"6","2018","5","17"
38700,"2","2017","5","17"
7901,"3","2017","5","17"
19863,"10","2017","5","17"
41345,"1","2019","5","17"
50230,"5","2019","5","17"
58211,"8","2019","5","17"
65976,"11","2019","5","17"
43945,"2","2019","5","17"
54038,"7","2019","5","17"
46194,"3","2019","5","17"
58410,"8","2019","5","17"
62457,"10","2019","5","17"
43366,"2","2019","5","17"
67809,"12","2019","5","17"
51002,"5","2019","5","17"
42674,"2","2019","5","17"
54377,"6","2019","5","17"
47479,"4","2019","5","17"
56873,"7","2019","5","17"
52631,"6","2019","5","17"
55321,"7","2019","5","17"
43489,"2","2019","5","17"
54757,"7","2019","5","16"
46290,"3","2019","5","16"
58744,"10","2019","5","16"
47379,"10","2019","5","16"
46566,"3","2019","5","16"
68168,"12","2019","5","16"
60785,"9","2019","5","16"
47078,"3","2019","5","16"
52000,"11","2019","5","16"
68126,"12","2019","5","16"
58928,"8","2019","5","16"
47508,"6","2019","5","16"
64278,"10","2019","5","16"
58953,"8","2019","5","16"
56552,"12","2019","5","16"
47289,"4","2019","5","16"
5898,"11","2017","5","16"
16234,"9","2016","5","16"
12524,"6","2018","5","16"
8539,"11","2015","5","16"
7950,"2","2017","5","16"
9954,"5","2017","5","16"
39773,"12","2018","5","16"
7900,"3","2017","5","16"
27320,"6","2017","5","16"
29741,"5","2017","5","16"
27888,"6","2018","5","16"
32642,"10","2019","5","16"
15665,"4","2017","5","16"
863,"5","2018","5","16"
21792,"6","2016","5","16"
10778,"8","2018","5","16"
19253,"6","2016","5","16"
2145,"7","2018","5","16"
7432,"10","2017","5","16"
29413,"3","2018","5","16"
21353,"2","2018","5","16"
9100,"5","2018","5","16"
20062,"8","2018","5","16"
13462,"3","2018","5","15"
8813,"4","2014","5","15"
13371,"3","2018","5","15"
7948,"2","2017","5","15"
27824,"7","2018","5","15"
12594,"5","2018","5","15"
26303,"10","2015","5","15"
18971,"9","2017","5","15"
36379,"11","2018","5","15"
27921,"9","2018","5","15"
23853,"7","2017","5","15"
11949,"7","2018","5","15"
8727,"12","2014","5","15"
6627,"5","2016","5","15"
1773,"6","2018","5","15"
7115,"1","2018","5","15"
16028,"12","2016","5","15"
21471,"1","2019","5","15"
5151,"5","2016","5","15"
26564,"11","2014","5","15"
7252,"12","2017","5","15"
21817,"3","2016","5","15"
22423,"3","2018","5","15"
6818,"8","2018","5","15"
12653,"5","2018","5","15"
25247,"9","2017","5","15"
10399,"5","2016","5","15"
6938,"3","2018","5","15"
13827,"1","2018","5","15"
13389,"3","2018","5","15"
4348,"5","2017","5","15"
40695,"12","2018","5","15"
6267,"5","2017","5","15"
37966,"12","2018","5","15"
36425,"9","2019","5","15"
54155,"6","2019","5","15"
62728,"10","2019","5","15"
47746,"8","2019","5","15"
42229,"12","2019","5","15"
59527,"8","2019","5","15"
61271,"10","2019","5","15"
60611,"9","2019","5","15"
47617,"4","2019","5","15"
48595,"4","2019","5","15"
68341,"12","2019","5","15"
41840,"1","2019","5","15"
60615,"9","2019","5","15"
59554,"9","2019","5","15"
66174,"11","2019","5","15"
45594,"3","2019","5","15"
68706,"12","2019","5","15"
68347,"12","2019","5","15"
45687,"3","2019","5","14"
60118,"9","2019","5","14"
46129,"3","2019","5","14"
55841,"11","2019","5","14"
50155,"5","2019","5","14"
63418,"10","2019","5","14"
49905,"5","2019","5","14"
52763,"6","2019","5","14"
46735,"3","2019","5","14"
52744,"6","2019","5","14"
64357,"10","2019","5","14"
44728,"2","2019","5","14"
54973,"7","2019","5","14"
45838,"3","2019","5","14"
58719,"10","2019","5","14"
58840,"9","2019","5","14"
47065,"3","2019","5","14"
45285,"3","2019","5","14"
50414,"6","2019","5","14"
50730,"5","2019","5","14"
59112,"8","2019","5","14"
62691,"12","2019","5","14"
59040,"8","2019","5","14"
48875,"4","2019","5","14"
61857,"9","2019","5","14"
42652,"1","2019","5","14"
54075,"6","2019","5","14"
57172,"7","2019","5","14"
42508,"1","2019","5","14"
68686,"12","2019","5","14"
59559,"9","2019","5","14"
39931,"12","2018","5","14"
7230,"12","2017","5","14"
36139,"11","2018","5","14"
36047,"11","2018","5","14"
726,"6","2018","5","14"
37213,"11","2018","5","14"
13320,"4","2019","5","14"
7075,"2","2018","5","14"
19060,"4","2017","5","14"
37538,"7","2019","5","14"
18719,"3","2018","5","14"
34645,"10","2018","5","14"
14009,"1","2018","5","14"
4783,"11","2016","5","14"
6544,"10","2016","5","14"
16832,"6","2018","5","14"
23320,"8","2018","5","14"
8442,"3","2016","5","14"
25763,"1","2017","5","14"
38134,"12","2018","5","14"
16916,"5","2018","5","14"
27847,"7","2018","5","14"
23595,"3","2018","5","14"
40865,"1","2019","5","14"
414,"7","2018","5","14"
9110,"5","2018","5","14"
23517,"4","2018","5","14"
3299,"2","2018","5","14"
25555,"5","2017","5","14"
19240,"7","2016","5","14"
17176,"9","2017","5","14"
1373,"8","2018","5","14"
27145,"12","2017","5","13"
26389,"7","2015","5","13"
7807,"4","2017","5","13"
2205,"7","2018","5","13"
11453,"10","2016","5","13"
7774,"5","2017","5","13"
2144,"10","2018","5","13"
32029,"9","2018","5","13"
32737,"9","2018","5","13"
10763,"8","2018","5","13"
36373,"11","2018","5","13"
36759,"11","2018","5","13"
6298,"5","2017","5","13"
16439,"4","2016","5","13"
31269,"10","2018","5","13"
1686,"7","2018","5","13"
28033,"2","2018","5","13"
40562,"12","2018","5","13"
16995,"3","2018","5","13"
27668,"7","2017","5","13"
37691,"11","2018","5","13"
7084,"8","2019","5","13"
19509,"2","2019","5","13"
7998,"1","2017","5","13"
23700,"12","2017","5","13"
41356,"5","2019","5","13"
21457,"11","2017","5","13"
14434,"11","2017","5","13"
30056,"5","2015","5","13"
32315,"11","2018","5","13"
6710,"11","2015","5","13"
31501,"1","2019","5","13"
24485,"6","2018","5","13"
40544,"12","2018","5","13"
30128,"6","2017","5","13"
9886,"6","2017","5","13"
28064,"1","2018","5","13"
11730,"8","2018","5","13"
15564,"1","2019","5","13"
52722,"6","2019","5","13"
56403,"7","2019","5","13"
51976,"6","2019","5","13"
48958,"4","2019","5","13"
61238,"9","2019","5","13"
54231,"11","2019","5","13"
52797,"6","2019","5","13"
51608,"5","2019","5","13"
65826,"11","2019","5","13"
62444,"10","2019","5","13"
58987,"10","2019","5","13"
56619,"7","2019","5","13"
65647,"11","2019","5","13"
61500,"9","2019","5","13"
59448,"8","2019","5","13"
51960,"6","2019","5","13"
69584,"12","2019","5","13"
43164,"2","2019","5","13"
52104,"5","2019","5","13"
57255,"8","2019","5","13"
49107,"5","2019","5","13"
56516,"7","2019","5","13"
55050,"7","2019","5","13"
45850,"3","2019","5","13"
65991,"11","2019","5","13"
41933,"3","2019","5","13"
49991,"5","2019","5","13"
69628,"12","2019","5","13"
42764,"1","2019","5","13"
59541,"8","2019","5","13"
59747,"9","2019","5","13"
60962,"9","2019","5","13"
62181,"11","2019","5","13"
46393,"3","2019","5","13"
46354,"3","2019","5","13"
63338,"10","2019","5","13"
56499,"7","2019","5","13"
63413,"10","2019","5","13"
47259,"3","2019","5","13"
55735,"7","2019","5","13"
46999,"3","2019","5","13"
46054,"9","2019","5","13"
42744,"1","2019","5","12"
55832,"7","2019","5","12"
50567,"5","2019","5","12"
50716,"5","2019","5","12"
56921,"7","2019","5","12"
60462,"9","2019","5","12"
56697,"7","2019","5","12"
46153,"3","2019","5","12"
44785,"2","2019","5","12"
61182,"9","2019","5","12"
45788,"3","2019","5","12"
46362,"3","2019","5","12"
64524,"10","2019","5","12"
50649,"5","2019","5","12"
66571,"11","2019","5","12"
59650,"9","2019","5","12"
69552,"12","2019","5","12"
51039,"5","2019","5","12"
64598,"10","2019","5","12"
50875,"5","2019","5","12"
45906,"3","2019","5","12"
50922,"5","2019","5","12"
49290,"4","2019","5","12"
52127,"5","2019","5","12"
65614,"11","2019","5","12"
42597,"1","2019","5","12"
59678,"9","2019","5","12"
57148,"7","2019","5","12"
58838,"11","2019","5","12"
1114,"4","2018","5","12"
